ekatte,region,municipality,settlement,permanent_06_2020,current_06_2020
67564,МОНТАНА,БРУСАРЦИ,С. СМИРНЕНСКИ,342,422
12543,МОНТАНА,ВЪЛЧЕДРЪМ,ГР. ВЪЛЧЕДРЪМ,3364,3292
05852,МОНТАНА,ВЪЛЧЕДРЪМ,С. БОТЕВО,44,55
07209,МОНТАНА,ВЪЛЧЕДРЪМ,С. БЪЗОВЕЦ,70,107
16639,МОНТАНА,ВЪЛЧЕДРЪМ,С. ГОРНИ ЦИБЪР,110,110
22530,МОНТАНА,ВЪЛЧЕДРЪМ,С. ДОЛНИ ЦИБЪР,1666,1605
31053,МОНТАНА,ВЪЛЧЕДРЪМ,С. ЗЛАТИЯ,655,659
32295,МОНТАНА,ВЪЛЧЕДРЪМ,С. ИГНАТОВО,202,199
48859,МОНТАНА,ВЪЛЧЕДРЪМ,С. МОКРЕШ,743,744
61707,МОНТАНА,ВЪЛЧЕДРЪМ,С. РАЗГРАД,619,639
16184,МОНТАНА,ВЪЛЧЕДРЪМ,С. СЕПТЕМВРИЙЦИ,994,1026
80933,МОНТАНА,ВЪЛЧЕДРЪМ,С. ЧЕРНИ ВРЪХ,468,485
12961,МОНТАНА,ВЪРШЕЦ,ГР. ВЪРШЕЦ,6500,5899
16119,МОНТАНА,ВЪРШЕЦ,С. ГОРНА БЕЛА РЕЧКА,29,56
16866,МОНТАНА,ВЪРШЕЦ,С. ГОРНО ОЗИРОВО,178,235
22019,МОНТАНА,ВЪРШЕЦ,С. ДОЛНА БЕЛА РЕЧКА,66,89
22747,МОНТАНА,ВЪРШЕЦ,С. ДОЛНО ОЗИРОВО,349,398
23073,МОНТАНА,ВЪРШЕЦ,С. ДРАГАНИЦА,168,167
68179,МОНТАНА,ВЪРШЕЦ,С. СПАНЧЕВЦИ,341,357
69537,МОНТАНА,ВЪРШЕЦ,С. СТОЯНОВО,24,44
80683,МОНТАНА,ВЪРШЕЦ,С. ЧЕРКАСКИ,169,206
37318,МОНТАНА,ВЪРШЕЦ,АН. КЛИСУРСКИ МАНАСТИР,11,13
10999,МОНТАНА,ГЕОРГИ ДАМЯНОВО,С. ВИДЛИЦА,55,117
14283,МОНТАНА,ГЕОРГИ ДАМЯНОВО,С. ГАВРИЛ ГЕНОВО,159,268
14773,МОНТАНА,ГЕОРГИ ДАМЯНОВО,С. ГЕОРГИ ДАМЯНОВО,396,385
14965,МОНТАНА,ГЕОРГИ ДАМЯНОВО,С. ГЛАВАНОВЦИ,53,61
15299,МОНТАНА,ГЕОРГИ ДАМЯНОВО,С. ГОВЕЖДА,361,386
20941,МОНТАНА,ГЕОРГИ ДАМЯНОВО,С. ДИВА СЛАТИНА,68,103
24534,МОНТАНА,ГЕОРГИ ДАМЯНОВО,С. ДЪЛГИ ДЕЛ,113,162
27348,МОНТАНА,ГЕОРГИ ДАМЯНОВО,С. ЕЛОВИЦА,32,30
35871,МОНТАНА,ГЕОРГИ ДАМЯНОВО,С. КАМЕННА РИКСА,76,111
38488,МОНТАНА,ГЕОРГИ ДАМЯНОВО,С. КОПИЛОВЦИ,444,484
47771,МОНТАНА,ГЕОРГИ ДАМЯНОВО,С. МЕЛЯНЕ,145,169
57474,МОНТАНА,ГЕОРГИ ДАМЯНОВО,С. ПОМЕЖДИН,5,6
80368,МОНТАНА,ГЕОРГИ ДАМЯНОВО,С. ЧЕМИШ,57,61
44238,МОНТАНА,ЛОМ,ГР. ЛОМ,25172,22632
21436,МОНТАНА,ЛОМ,С. ДОБРИ ДОЛ,197,278
22695,МОНТАНА,ЛОМ,С. ДОЛНО ЛИНЕВО,187,223
30291,МОНТАНА,ЛОМ,С. ЗАМФИР,887,895
37544,МОНТАНА,ЛОМ,С. КОВАЧИЦА,1015,1129
53970,МОНТАНА,ЛОМ,С. ОРСОЯ,46,83
67310,МОНТАНА,ЛОМ,С. СЛИВАТА,155,172
68672,МОНТАНА,ЛОМ,С. СТАЛИЙСКА МАХАЛА,1263,1246
68758,МОНТАНА,ЛОМ,С. СТАНЕВО,199,267
72940,МОНТАНА,ЛОМ,С. ТРАЙКОВО,717,754
00792,МОНТАНА,МЕДКОВЕЦ,С. АСПАРУХОВО,464,571
47593,МОНТАНА,МЕДКОВЕЦ,С. МЕДКОВЕЦ,1706,1682
56544,МОНТАНА,МЕДКОВЕЦ,С. ПИШУРКА,61,77
62222,МОНТАНА,МЕДКОВЕЦ,С. РАСОВО,1072,1062
67386,МОНТАНА,МЕДКОВЕЦ,С. СЛИВОВИК,271,392
48489,МОНТАНА,МОНТАНА,ГР. МОНТАНА,49597,41208
03201,МОНТАНА,МОНТАНА,С. БЕЗДЕНИЦА,298,316
03722,МОНТАНА,МОНТАНА,С. БЕЛОТИНЦИ,303,503
04251,МОНТАНА,МОНТАНА,С. БЛАГОВО,437,615
11137,МОНТАНА,МОНТАНА,С. ВИНИЩЕ,240,319
11171,МОНТАНА,МОНТАНА,С. ВИРОВЕ,374,414
11939,МОНТАНА,МОНТАНА,С. ВОЙНИЦИ,68,81
14180,МОНТАНА,МОНТАНА,С. ГАБРОВНИЦА,1191,1174
16153,МОНТАНА,МОНТАНА,С. ГОРНА ВЕРЕНИЦА,95,234
17018,МОНТАНА,МОНТАНА,С. ГОРНО ЦЕРОВЕНЕ,352,501
21840,МОНТАНА,МОНТАНА,С. ДОКТОР ЙОСИФОВО,621,736
22040,МОНТАНА,МОНТАНА,С. ДОЛНА ВЕРЕНИЦА,139,274
22250,МОНТАНА,МОНТАНА,С. ДОЛНА РИКСА,143,203
03736,МОНТАНА,МОНТАНА,С. ДОЛНО БЕЛОТИНЦИ,569,638
37304,МОНТАНА,МОНТАНА,С. КЛИСУРИЦА,80,116
39503,МОНТАНА,МОНТАНА,С. КРАПЧЕНЕ,214,410
43730,МОНТАНА,МОНТАНА,С. ЛИПЕН,186,396
51665,МОНТАНА,МОНТАНА,С. НИКОЛОВО,353,479
67043,МОНТАНА,МОНТАНА,С. СЛАВОТИН,234,313
67667,МОНТАНА,МОНТАНА,С. СМОЛЯНОВЦИ,807,903
70024,МОНТАНА,МОНТАНА,С. СТУБЕЛ,462,580
70113,МОНТАНА,МОНТАНА,С. СТУДЕНО БУЧЕ,417,604
70233,МОНТАНА,МОНТАНА,С. СУМЕР,154,293
73167,МОНТАНА,МОНТАНА,С. ТРИФОНОВО,65,107
81390,МОНТАНА,ЧИПРОВЦИ,ГР. ЧИПРОВЦИ,1783,1641
03469,МОНТАНА,ЧИПРОВЦИ,С. БЕЛИМЕЛ,195,220
16239,МОНТАНА,ЧИПРОВЦИ,С. ГОРНА КОВАЧИЦА,88,128
16300,МОНТАНА,ЧИПРОВЦИ,С. ГОРНА ЛУКА,144,194
29115,МОНТАНА,ЧИПРОВЦИ,С. ЖЕЛЕЗНА,305,266
47353,МОНТАНА,ЧИПРОВЦИ,С. МАРТИНОВО,277,251
48475,МОНТАНА,ЧИПРОВЦИ,С. МИТРОВЦИ,83,186
58116,МОНТАНА,ЧИПРОВЦИ,С. ПРЕВАЛА,372,410
61090,МОНТАНА,ЧИПРОВЦИ,С. РАВНА,29,35
80354,МОНТАНА,ЧИПРОВЦИ,С. ЧЕЛЮСТНИЦА,63,80
22873,МОНТАНА,ЯКИМОВО,С. ДОЛНО ЦЕРОВЕНЕ,790,817
24551,МОНТАНА,ЯКИМОВО,С. ДЪЛГОДЕЛЦИ,756,869
38159,МОНТАНА,ЯКИМОВО,С. КОМОЩИЦА,795,888
87299,МОНТАНА,ЯКИМОВО,С. ЯКИМОВО,1508,1760
02837,ПАЗАРДЖИК,БАТАК,ГР. БАТАК,3099,2895
51874,ПАЗАРДЖИК,БАТАК,С. НОВА МАХАЛА,2676,2139
76162,ПАЗАРДЖИК,БАТАК,С. ФОТИНОВО,626,550
03592,ПАЗАРДЖИК,БЕЛОВО,ГР. БЕЛОВО,4057,3625
00165,ПАЗАРДЖИК,БЕЛОВО,С. АКАНДЖИЕВО,401,519
14163,ПАЗАРДЖИК,БЕЛОВО,С. ГАБРОВИЦА,426,427
15802,ПАЗАРДЖИК,БЕЛОВО,С. ГОЛЯМО БЕЛОВО,453,450
24414,ПАЗАРДЖИК,БЕЛОВО,С. ДЪБРАВИТЕ,458,486
47812,ПАЗАРДЖИК,БЕЛОВО,С. МЕНЕНКЬОВО,984,931
48903,ПАЗАРДЖИК,БЕЛОВО,С. МОМИНА КЛИСУРА,901,834
66319,ПАЗАРДЖИК,БЕЛОВО,С. СЕСТРИМО,1049,1030
06207,ПАЗАРДЖИК,БРАЦИГОВО,ГР. БРАЦИГОВО,4072,4035
07586,ПАЗАРДЖИК,БРАЦИГОВО,С. БЯГА,1344,1235
29522,ПАЗАРДЖИК,БРАЦИГОВО,С. ЖРЕБИЧКО,52,55
32888,ПАЗАРДЖИК,БРАЦИГОВО,С. ИСПЕРИХОВО,2156,2080
37705,ПАЗАРДЖИК,БРАЦИГОВО,С. КОЗАРСКО,749,765
61220,ПАЗАРДЖИК,БРАЦИГОВО,С. РАВНОГОР,464,474
62973,ПАЗАРДЖИК,БРАЦИГОВО,С. РОЗОВО,387,394
10450,ПАЗАРДЖИК,ВЕЛИНГРАД,ГР. ВЕЛИНГРАД,25764,24334
00881,ПАЗАРДЖИК,ВЕЛИНГРАД,С. АБЛАНИЦА,375,342
83421,ПАЗАРДЖИК,ВЕЛИНГРАД,С. АЛЕНДАРОВА,262,253
07836,ПАЗАРДЖИК,ВЕЛИНГРАД,С. БИРКОВА,387,399
07853,ПАЗАРДЖИК,ВЕЛИНГРАД,С. БОЗЬОВА,34,37
07867,ПАЗАРДЖИК,ВЕЛИНГРАД,С. БУТРЕВА,165,175
12989,ПАЗАРДЖИК,ВЕЛИНГРАД,С. ВРАНЕНЦИ,167,171
12334,ПАЗАРДЖИК,ВЕЛИНГРАД,С. ВСЕМИРЦИ,331,321
18513,ПАЗАРДЖИК,ВЕЛИНГРАД,С. ГОРНА БИРКОВА,186,173
18527,ПАЗАРДЖИК,ВЕЛИНГРАД,С. ГОРНА ДЪБЕВА,219,194
17823,ПАЗАРДЖИК,ВЕЛИНГРАД,С. ГРАШЕВО,1245,1181
24325,ПАЗАРДЖИК,ВЕЛИНГРАД,С. ДОЛНА ДЪБЕВА,275,273
23234,ПАЗАРДЖИК,ВЕЛИНГРАД,С. ДРАГИНОВО,5012,4863
36035,ПАЗАРДЖИК,ВЕЛИНГРАД,С. КАНДОВИ,202,182
41136,ПАЗАРДЖИК,ВЕЛИНГРАД,С. КРЪСТАВА,1091,1060
55631,ПАЗАРДЖИК,ВЕЛИНГРАД,С. ПАШОВИ,868,834
63687,ПАЗАРДЖИК,ВЕЛИНГРАД,С. РОХЛЕВА,420,386
65534,ПАЗАРДЖИК,ВЕЛИНГРАД,С. СВЕТА ПЕТКА,1553,1529
78272,ПАЗАРДЖИК,ВЕЛИНГРАД,С. ЦВЕТИНО,145,136
81863,ПАЗАРДЖИК,ВЕЛИНГРАД,С. ЧОЛАКОВА,192,197
86115,ПАЗАРДЖИК,ВЕЛИНГРАД,С. ЮНДОЛА,207,191
05459,ПАЗАРДЖИК,ЛЕСИЧОВО,С. БОРИМЕЧКОВО,623,595
21172,ПАЗАРДЖИК,ЛЕСИЧОВО,С. ДИНКАТА,1248,1238
35571,ПАЗАРДЖИК,ЛЕСИЧОВО,С. КАЛУГЕРОВО,1040,1276
43369,ПАЗАРДЖИК,ЛЕСИЧОВО,С. ЛЕСИЧОВО,686,854
55275,ПАЗАРДЖИК,ЛЕСИЧОВО,С. ПАМИДОВО,360,394
78478,ПАЗАРДЖИК,ЛЕСИЧОВО,С. ЦЕРОВО,848,906
84067,ПАЗАРДЖИК,ЛЕСИЧОВО,С. ЩЪРКОВО,235,451
55155,ПАЗАРДЖИК,ПАЗАРДЖИК,ГР. ПАЗАРДЖИК,84619,75834
00254,ПАЗАРДЖИК,ПАЗАРДЖИК,С. АЛЕКО КОНСТАНТИНОВО,3324,3248
00571,ПАЗАРДЖИК,ПАЗАРДЖИК,С. АПРИЛЦИ,466,500
06149,ПАЗАРДЖИК,ПАЗАРДЖИК,С. БРАТАНИЦА,2250,2166
10505,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ВЕЛИЧКОВО,878,855
14619,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ГЕЛЕМЕНОВО,675,724
15028,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ГЛАВИНИЦА,2433,2286
15271,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ГОВЕДАРЕ,1435,1431
20362,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ДЕБРЪЩИЦА,796,847
21556,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ДОБРОВНИЦА,1336,1429
23457,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ДРАГОР,1474,1405
30572,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ЗВЪНИЧЕВО,1885,1751
32010,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ИВАЙЛО,3149,2990
39428,ПАЗАРДЖИК,ПАЗАРДЖИК,С. КРАЛИ МАРКО,138,192
44879,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ЛЯХОВО,389,406
46749,ПАЗАРДЖИК,ПАЗАРДЖИК,С. МАЛО КОНАРЕ,4067,3952
48444,ПАЗАРДЖИК,ПАЗАРДЖИК,С. МИРЯНЦИ,529,631
48876,ПАЗАРДЖИК,ПАЗАРДЖИК,С. МОКРИЩЕ,1949,1864
53285,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ОВЧЕПОЛЦИ,877,1025
53335,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ОГНЯНОВО,2524,2433
55556,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ПАТАЛЕНИЦА,1106,1086
56561,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ПИЩИГОВО,946,952
63032,ПАЗАРДЖИК,ПАЗАРДЖИК,С. РОСЕН,480,550
65437,ПАЗАРДЖИК,ПАЗАРДЖИК,С. САРАЯ,1396,1427
65468,ПАЗАРДЖИК,ПАЗАРДЖИК,С. СБОР,189,210
66559,ПАЗАРДЖИК,ПАЗАРДЖИК,С. СИНИТОВО,1927,1797
72713,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ТОПОЛИ ДОЛ,183,196
77061,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ХАДЖИЕВО,1073,1114
78056,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ЦАР АСЕН,242,261
78570,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ЦРЪНЧА,982,1005
81089,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ЧЕРНОГОРОВО,2043,1980
86074,ПАЗАРДЖИК,ПАЗАРДЖИК,С. ЮНАЦИТЕ,1513,1495
55302,ПАЗАРДЖИК,ПАНАГЮРИЩЕ,ГР. ПАНАГЮРИЩЕ,18350,16977
02717,ПАЗАРДЖИК,ПАНАГЮРИЩЕ,С. БАНЯ,636,630
07572,ПАЗАРДЖИК,ПАНАГЮРИЩЕ,С. БЪТА,1007,1062
27406,ПАЗАРДЖИК,ПАНАГЮРИЩЕ,С. ЕЛШИЦА,613,611
22681,ПАЗАРДЖИК,ПАНАГЮРИЩЕ,С. ЛЕВСКИ,654,672
53103,ПАЗАРДЖИК,ПАНАГЮРИЩЕ,С. ОБОРИЩЕ,1080,1051
59375,ПАЗАРДЖИК,ПАНАГЮРИЩЕ,С. ПАНАГЮРСКИ КОЛОНИИ,289,291
57128,ПАЗАРДЖИК,ПАНАГЮРИЩЕ,С. ПОИБРЕНЕ,791,810
57580,ПАЗАРДЖИК,ПАНАГЮРИЩЕ,С. ПОПИНЦИ,1853,1640
68271,ПАЗАРДЖИК,ПАНАГЮРИЩЕ,С. СРЕБРИНОВО,8,5
56277,ПАЗАРДЖИК,ПЕЩЕРА,ГР. ПЕЩЕРА,21824,20144
36124,ПАЗАРДЖИК,ПЕЩЕРА,С. КАПИТАН ДИМИТРИЕВО,656,679
61371,ПАЗАРДЖИК,ПЕЩЕРА,С. РАДИЛОВО,1272,1369
38844,ПАЗАРДЖИК,РАКИТОВО,ГР. КОСТАНДОВО,4456,4308
62004,ПАЗАРДЖИК,РАКИТОВО,ГР. РАКИТОВО,8977,8655
23008,ПАЗАРДЖИК,РАКИТОВО,С. ДОРКОВО,2901,2740
10820,ПАЗАРДЖИК,СЕПТЕМВРИ,ГР. ВЕТРЕН,3108,2981
66264,ПАЗАРДЖИК,СЕПТЕМВРИ,ГР. СЕПТЕМВРИ,8813,8279
05949,ПАЗАРДЖИК,СЕПТЕМВРИ,С. БОШУЛЯ,751,808
10104,ПАЗАРДЖИК,СЕПТЕМВРИ,С. ВАРВАРА,2102,2061
10851,ПАЗАРДЖИК,СЕПТЕМВРИ,С. ВЕТРЕН ДОЛ,1570,1479
11154,ПАЗАРДЖИК,СЕПТЕМВРИ,С. ВИНОГРАДЕЦ,1357,1393
16732,ПАЗАРДЖИК,СЕПТЕМВРИ,С. ГОРНО ВЪРШИЛО,18,35
22592,ПАЗАРДЖИК,СЕПТЕМВРИ,С. ДОЛНО ВЪРШИЛО,2,4
31214,ПАЗАРДЖИК,СЕПТЕМВРИ,С. ЗЛОКУЧЕНЕ,1064,1060
36172,ПАЗАРДЖИК,СЕПТЕМВРИ,С. КАРАБУНАР,1285,1413
37491,ПАЗАРДЖИК,СЕПТЕМВРИ,С. КОВАЧЕВО,2650,2603
44053,ПАЗАРДЖИК,СЕПТЕМВРИ,С. ЛОЗЕН,930,915
66202,ПАЗАРДЖИК,СЕПТЕМВРИ,С. СЕМЧИНОВО,2130,2063
66439,ПАЗАРДЖИК,СЕПТЕМВРИ,С. СИМЕОНОВЕЦ,911,872
67009,ПАЗАРДЖИК,СЕПТЕМВРИ,С. СЛАВОВИЦА,302,353
69835,ПАЗАРДЖИК,СТРЕЛЧА,ГР. СТРЕЛЧА,4277,4149
04368,ПАЗАРДЖИК,СТРЕЛЧА,С. БЛАТНИЦА,122,187
24726,ПАЗАРДЖИК,СТРЕЛЧА,С. ДЮЛЕВО,131,203
65807,ПАЗАРДЖИК,СТРЕЛЧА,С. СВОБОДА,115,152
67516,ПАЗАРДЖИК,СТРЕЛЧА,С. СМИЛЕЦ,165,292
70648,ПАЗАРДЖИК,СЪРНИЦА,ГР. СЪРНИЦА,3688,3553
47559,ПАЗАРДЖИК,СЪРНИЦА,С. МЕДЕНИ ПОЛЯНИ,739,708
59224,ПАЗАРДЖИК,СЪРНИЦА,С. ПОБИТ КАМЪК,703,666
06286,ПЕРНИК,БРЕЗНИК,ГР. БРЕЗНИК,4020,3987
00610,ПЕРНИК,БРЕЗНИК,С. АРЗАН,5,6
02066,ПЕРНИК,БРЕЗНИК,С. БАБИЦА,10,29
02614,ПЕРНИК,БРЕЗНИК,С. БАНИЩЕ,34,52
03099,ПЕРНИК,БРЕЗНИК,С. БЕГУНОВЦИ,99,128
04042,ПЕРНИК,БРЕЗНИК,С. БИЛИНЦИ,0,5
06313,ПЕРНИК,БРЕЗНИК,С. БРЕЗНИШКИ ИЗВОР,24,37
06639,ПЕРНИК,БРЕЗНИК,С. БРУСНИК,1,6
10548,ПЕРНИК,БРЕЗНИК,С. ВЕЛКОВЦИ,140,170
11034,ПЕРНИК,БРЕЗНИК,С. ВИДРИЦА,13,29
14893,ПЕРНИК,БРЕЗНИК,С. ГИГИНЦИ,90,113
15331,ПЕРНИК,БРЕЗНИК,С. ГОЗ,1,7
16382,ПЕРНИК,БРЕЗНИК,С. ГОРНА СЕКИРНА,8,14
16612,ПЕРНИК,БРЕЗНИК,С. ГОРНИ РОМАНЦИ,9,20
18349,ПЕРНИК,БРЕЗНИК,С. ГЪРЛО,39,66
22263,ПЕРНИК,БРЕЗНИК,С. ДОЛНА СЕКИРНА,106,146
22506,ПЕРНИК,БРЕЗНИК,С. ДОЛНИ РОМАНЦИ,7,15
24205,ПЕРНИК,БРЕЗНИК,С. ДУШИНЦИ,5,4
30048,ПЕРНИК,БРЕЗНИК,С. ЗАВАЛА,8,12
41126,ПЕРНИК,БРЕЗНИК,С. КОНСКА,68,99
39150,ПЕРНИК,БРЕЗНИК,С. КОШАРЕВО,172,201
39517,ПЕРНИК,БРЕЗНИК,С. КРАСАВА,11,13
39855,ПЕРНИК,БРЕЗНИК,С. КРИВОНОС,1,6
49374,ПЕРНИК,БРЕЗНИК,С. МУРТИНЦИ,2,20
51490,ПЕРНИК,БРЕЗНИК,С. НЕПРАЗНЕНЦИ,43,54
52324,ПЕРНИК,БРЕЗНИК,С. НОЕВЦИ,474,486
53463,ПЕРНИК,БРЕЗНИК,С. ОЗЪРНОВЦИ,1,9
62373,ПЕРНИК,БРЕЗНИК,С. РЕБРО,37,71
17796,ПЕРНИК,БРЕЗНИК,С. РЕЖАНЦИ,57,79
63519,ПЕРНИК,БРЕЗНИК,С. РЪЖАВЕЦ,8,7
65084,ПЕРНИК,БРЕЗНИК,С. САДОВИК,50,94
67163,ПЕРНИК,БРЕЗНИК,С. СЛАКОВЦИ,193,242
68059,ПЕРНИК,БРЕЗНИК,С. СОПИЦА,61,86
68833,ПЕРНИК,БРЕЗНИК,С. СТАНЬОВЦИ,26,49
87579,ПЕРНИК,БРЕЗНИК,С. ЯРОСЛАВЦИ,6,22
30778,ПЕРНИК,ЗЕМЕН,ГР. ЗЕМЕН,1470,1683
03887,ПЕРНИК,ЗЕМЕН,С. БЕРЕНДЕ,16,30
04340,ПЕРНИК,ЗЕМЕН,С. БЛАТЕШНИЦА,42,80
12228,ПЕРНИК,ЗЕМЕН,С. ВРАНЯ СТЕНА,19,48
14146,ПЕРНИК,ЗЕМЕН,С. ГАБРОВДОЛ,39,65
16167,ПЕРНИК,ЗЕМЕН,С. ГОРНА ВРАБЧА,25,51
16170,ПЕРНИК,ЗЕМЕН,С. ГОРНА ГЛОГОВИЦА,17,55
20972,ПЕРНИК,ЗЕМЕН,С. ДИВЛЯ,77,134
22054,ПЕРНИК,ЗЕМЕН,С. ДОЛНА ВРАБЧА,14,21
29012,ПЕРНИК,ЗЕМЕН,С. ЖАБЛЯНО,48,153
35482,ПЕРНИК,ЗЕМЕН,С. КАЛОТИНЦИ,43,78
49357,ПЕРНИК,ЗЕМЕН,С. МУРЕНО,36,59
53415,ПЕРНИК,ЗЕМЕН,С. ОДРАНИЦА,11,22
55141,ПЕРНИК,ЗЕМЕН,С. ПАДИНЕ,4,14
56280,ПЕРНИК,ЗЕМЕН,С. ПЕЩЕРА,97,154
62356,ПЕРНИК,ЗЕМЕН,С. РАЯНЦИ,2,18
67595,ПЕРНИК,ЗЕМЕН,С. СМИРОВ ДОЛ,3,20
27043,ПЕРНИК,КОВАЧЕВЦИ,С. ЕГЪЛНИЦА,110,221
35434,ПЕРНИК,КОВАЧЕВЦИ,С. КАЛИЩЕ,256,400
37513,ПЕРНИК,КОВАЧЕВЦИ,С. КОВАЧЕВЦИ,198,363
38724,ПЕРНИК,КОВАЧЕВЦИ,С. КОСАЧА,71,148
43918,ПЕРНИК,КОВАЧЕВЦИ,С. ЛОБОШ,169,231
61947,ПЕРНИК,КОВАЧЕВЦИ,С. РАКИЛОВЦИ,37,114
65591,ПЕРНИК,КОВАЧЕВЦИ,С. СВЕТЛЯ,73,153
66648,ПЕРНИК,КОВАЧЕВЦИ,С. СИРИЩНИК,170,376
67266,ПЕРНИК,КОВАЧЕВЦИ,С. СЛАТИНО,5,8
80385,ПЕРНИК,КОВАЧЕВЦИ,С. ЧЕПИНО,28,50
72223,ПЕРНИК,ПЕРНИК,ГР. БАТАНОВЦИ,2178,2101
55871,ПЕРНИК,ПЕРНИК,ГР. ПЕРНИК,83973,75964
04618,ПЕРНИК,ПЕРНИК,С. БОГДАНОВ ДОЛ,380,569
05760,ПЕРНИК,ПЕРНИК,С. БОСНЕК,83,249
11209,ПЕРНИК,ПЕРНИК,С. ВИСКЯР,55,94
11288,ПЕРНИК,ПЕРНИК,С. ВИТАНОВЦИ,189,268
15504,ПЕРНИК,ПЕРНИК,С. ГОЛЕМО БУЧИНО,508,660
20986,ПЕРНИК,ПЕРНИК,С. ДИВОТИНО,1681,1725
23251,ПЕРНИК,ПЕРНИК,С. ДРАГИЧЕВО,1841,2149
30836,ПЕРНИК,ПЕРНИК,С. ЗИДАРЦИ,71,87
37174,ПЕРНИК,ПЕРНИК,С. КЛАДНИЦА,1025,1277
39387,ПЕРНИК,ПЕРНИК,С. КРАЛЕВ ДОЛ,545,688
43428,ПЕРНИК,ПЕРНИК,С. ЛЕСКОВЕЦ,81,75
44656,ПЕРНИК,ПЕРНИК,С. ЛЮЛИН,719,748
48037,ПЕРНИК,ПЕРНИК,С. МЕЩИЦА,775,1003
56650,ПЕРНИК,ПЕРНИК,С. ПЛАНИНИЦА,11,20
61618,ПЕРНИК,ПЕРНИК,С. РАДУЙ,18,61
62219,ПЕРНИК,ПЕРНИК,С. РАСНИК,317,399
63152,ПЕРНИК,ПЕРНИК,С. РУДАРЦИ,1207,1528
66072,ПЕРНИК,ПЕРНИК,С. СЕЛИЩЕН ДОЛ,102,119
70038,ПЕРНИК,ПЕРНИК,С. СТУДЕНА,1532,1740
81952,ПЕРНИК,ПЕРНИК,С. ЧЕРНА ГОРА,254,271
81623,ПЕРНИК,ПЕРНИК,С. ЧУЙПЕТЛОВО,15,29
87480,ПЕРНИК,ПЕРНИК,С. ЯРДЖИЛОВЦИ,977,1026
61577,ПЕРНИК,РАДОМИР,ГР. РАДОМИР,14880,13501
02230,ПЕРНИК,РАДОМИР,С. БАЙКАЛСКО,34,84
03277,ПЕРНИК,РАДОМИР,С. БЕЛАНИЦА,11,18
04529,ПЕРНИК,РАДОМИР,С. БОБОРАЦИ,31,84
05534,ПЕРНИК,РАДОМИР,С. БОРНАРЕВО,30,51
11404,ПЕРНИК,РАДОМИР,С. ВЛАДИМИР,114,157
16208,ПЕРНИК,РАДОМИР,С. ГОРНА ДИКАНЯ,81,331
18263,ПЕРНИК,РАДОМИР,С. ГЪЛЪБНИК,168,217
20256,ПЕРНИК,РАДОМИР,С. ДЕБЕЛИ ЛАГ,98,192
22085,ПЕРНИК,РАДОМИР,С. ДОЛНА ДИКАНЯ,268,509
22490,ПЕРНИК,РАДОМИР,С. ДОЛНИ РАКОВЕЦ,231,282
23443,ПЕРНИК,РАДОМИР,С. ДРАГОМИРОВО,18,25
23649,ПЕРНИК,РАДОМИР,С. ДРЕН,782,992
24832,ПЕРНИК,РАДОМИР,С. ДРУГАН,335,537
29060,ПЕРНИК,РАДОМИР,С. ЖЕДНА,30,105
29622,ПЕРНИК,РАДОМИР,С. ЖИТУША,70,101
32384,ПЕРНИК,РАДОМИР,С. ИЗВОР,389,539
36566,ПЕРНИК,РАДОМИР,С. КАСИЛАГ,29,52
41232,ПЕРНИК,РАДОМИР,С. КЛЕНОВИК,215,283
38265,ПЕРНИК,РАДОМИР,С. КОНДОФРЕЙ,94,133
38460,ПЕРНИК,РАДОМИР,С. КОПАНИЦА,126,152
41251,ПЕРНИК,РАДОМИР,С. КОШАРИТЕ,45,88
51278,ПЕРНИК,РАДОМИР,С. НЕГОВАНЦИ,78,122
51617,ПЕРНИК,РАДОМИР,С. НИКОЛАЕВО,23,44
57964,ПЕРНИК,РАДОМИР,С. ПОЦЪРНЕНЦИ,22,85
58311,ПЕРНИК,РАДОМИР,С. ПРИБОЙ,126,201
61354,ПЕРНИК,РАДОМИР,С. РАДИБОШ,28,42
69064,ПЕРНИК,РАДОМИР,С. СТАРО СЕЛО,104,172
69239,ПЕРНИК,РАДОМИР,С. СТЕФАНОВО,300,438
75023,ПЕРНИК,РАДОМИР,С. УГЛЯРЦИ,31,58
80488,ПЕРНИК,РАДОМИР,С. ЧЕРВЕНА МОГИЛА,47,62
